Department;GEO;Role;Willing to relocate;Percent remote;Last evaluation;Number of projects;Average montly hours;Years in the company;Work accidents;Left company;Promotion in the last 5 years;Salary;Gender;LinkedIn hits
Operations;Japan;Level 2-4;1;0.8;0.76;3;171;2;0;0;0;medium;F;7
Sales;Colombia;Level 2-4;1;0.8;0.76;5;224;2;0;0;0;medium;M;4
Finance;Colombia;Level 2-4;0;0.8;0.76;4;216;4;0;0;0;medium;M;3
Human Resources;US;Level 2-4;1;0.8;0.76;3;174;3;0;0;0;medium;F;2
IT;Korea;Level 2-4;1;0.8;0.76;4;261;6;0;0;0;medium;F;10
Warehouse;US;Level 2-4;0;0.8;0.76;4;229;3;1;0;0;low;F;3
Operations;France;Level 2-4;0;0.8;0.76;4;214;3;0;0;0;high;M;6
Sales;Turkey;Level 2-4;0;0.8;0.76;4;199;5;0;0;0;medium;M;8
Finance;UK;Level 2-4;1;0.8;0.76;5;182;3;0;0;0;medium;F;7
Human Resources;Turkey;Level 2-4;0;0.8;0.76;4;152;3;1;0;0;low;M;4
IT;Korea;Level 1;1;0.8;0.76;4;258;2;0;0;0;medium;M;6
Warehouse;Japan;Level 1;1;0.8;0.76;6;182;3;0;0;0;low;M;7
Operations;Japan;Level 1;0;0.8;0.76;2;166;3;0;0;0;low;M;8
Sales;France;Level 1;1;0.8;0.76;2;176;3;0;0;0;low;F;6
Finance;Korea;Level 1;0;0.8;0.76;3;193;3;0;0;0;medium;M;3
Human Resources;Japan;Level 1;1;0.8;0.76;4;135;2;0;0;0;low;F;10
IT;Japan;Level 1;1;0.8;0.76;6;213;4;0;0;0;medium;F;3
Warehouse;Australia;Level 1;1;0.8;0.76;5;168;3;0;0;0;low;F;6
Operations;Korea;Level 1;1;0.8;0.76;3;264;3;0;0;0;medium;F;6
Sales;Korea;Level 1;0;0.8;0.76;3;173;2;0;0;0;low;M;10
Finance;US;Level 1;0;0.8;0.76;6;142;2;0;0;0;low;F;9
Human Resources;Colombia;Level 1;1;0.8;0.76;2;278;2;0;0;0;medium;F;9
IT;UK;Level 1;1;0.8;0.76;3;197;2;0;0;0;medium;M;10
Warehouse;Australia;Level 1;0;0.8;0.76;5;226;2;0;0;0;low;M;6
Operations;China;Level 1;0;0.8;0.76;3;197;5;0;0;0;medium;F;9
Sales;Colombia;Level 1;1;0.8;0.76;4;189;2;0;0;0;medium;M;6
Finance;Turkey;Level 1;1;0.8;0.76;2;210;2;0;0;0;medium;F;6
Human Resources;Japan;Level 1;0;0.8;0.76;5;149;2;0;0;0;medium;F;8
IT;France;Level 1;0;0.8;0.76;5;171;5;0;0;0;medium;M;1
Warehouse;France;Level 1;0;0.8;0.76;5;243;3;0;0;0;medium;F;10
Operations;France;Level 1;0;0.8;0.76;4;171;4;0;0;0;low;F;4
Sales;UK;Level 1;0;0.8;0.76;5;215;4;0;0;0;low;M;5
Finance;France;Level 1;1;0.8;0.76;3;174;3;0;0;0;medium;F;4
Human Resources;Japan;Level 1;0;0.8;0.76;6;210;5;0;0;0;medium;M;2
IT;UK;Level 1;0;0.8;0.76;4;135;2;0;0;0;low;F;4
Warehouse;US;Level 1;0;0.8;0.76;3;134;3;1;0;0;low;M;6
Operations;UK;Level 1;0;0.8;0.76;2;166;4;0;0;0;medium;F;3
Sales;US;Level 1;1;0.8;0.76;5;174;3;0;0;0;low;M;10
Finance;Turkey;Level 1;0;0.8;0.76;4;252;4;0;0;0;medium;F;4
Human Resources;China;Level 1;1;0.8;0.76;5;219;4;0;0;0;low;F;7
IT;Turkey;VP;0;0.8;0.76;4;244;2;0;0;0;medium;F;7
Warehouse;Japan;Senior Director;0;0.8;0.76;5;132;3;1;0;0;low;M;5
Operations;Colombia;Senior Director;0;0.8;0.76;4;223;4;0;0;0;low;M;2
Sales;Colombia;Senior Director;1;0.8;0.76;3;260;4;0;0;0;low;F;10
Finance;US;Director;0;0.8;0.76;3;269;2;1;0;0;medium;M;6
Human Resources;Japan;Director;1;0.8;0.76;3;170;3;0;0;0;low;F;5
IT;Australia;Director;1;0.8;0.76;2;170;5;0;0;0;low;F;10
Warehouse;UK;Director;0;0.8;0.76;4;173;2;0;0;0;medium;M;2
Operations;China;Director;0;0.8;0.76;4;148;8;0;0;0;medium;M;6
Sales;US;Director;1;0.8;0.76;3;174;6;0;0;0;medium;F;7
Finance;UK;Senior Manager;1;0.8;0.76;6;263;6;0;0;0;low;F;4
Human Resources;Turkey;Senior Manager;0;0.8;0.76;4;142;10;0;0;0;high;F;7
IT;Australia;Senior Manager;1;0.8;0.76;3;183;3;0;0;0;low;M;2
Warehouse;Colombia;Senior Manager;1;0.8;0.76;6;174;10;0;0;0;medium;F;1
Operations;US;Senior Manager;0;0.8;0.76;4;140;3;0;0;0;low;M;4
Sales;Colombia;Senior Manager;1;0.8;0.76;6;154;2;0;0;0;high;M;7
Finance;China;Senior Manager;0;0.8;0.76;4;108;10;0;0;0;medium;M;5
Human Resources;Australia;Senior Manager;0;0.8;0.76;5;198;3;0;0;0;low;F;8
IT;China;Senior Manager;1;0.8;0.76;4;266;3;0;0;1;high;M;5
Warehouse;Japan;Senior Manager;0;0.8;0.76;4;197;5;0;0;0;low;M;8
Operations;Colombia;Senior Manager;0;0.8;0.76;3;219;8;1;0;0;low;F;1
Sales;UK;Senior Manager;0;0.8;0.76;2;255;7;0;0;0;low;F;9
Finance;Japan;Manager;1;0.8;0.76;3;255;7;0;0;0;low;F;3
Human Resources;UK;Manager;1;0.8;0.76;5;219;4;0;0;0;low;F;8
IT;Korea;Manager;0;0.8;0.76;4;244;2;0;0;0;medium;F;7
Warehouse;Colombia;Manager;0;0.8;0.76;5;132;3;1;0;0;low;M;3
Operations;Turkey;Manager;0;0.8;0.76;4;223;4;0;0;0;low;M;3
Sales;Australia;Manager;1;0.8;0.76;3;260;4;0;0;0;low;M;8
Finance;Japan;Manager;0;0.8;0.76;3;269;2;1;0;0;medium;M;6
Human Resources;Australia;Manager;0;0.8;0.76;3;170;3;0;0;0;low;M;3
IT;Colombia;Manager;1;0.8;0.76;2;170;5;0;0;0;low;M;10
Warehouse;UK;Manager;1;0.8;0.76;4;173;2;0;0;0;medium;F;5
Operations;UK;Manager;1;0.8;0.76;4;148;8;0;0;0;medium;M;5
Sales;France;Manager;0;0.8;0.76;3;174;6;0;0;0;medium;F;4
Finance;US;Manager;1;0.8;0.76;6;263;6;0;0;0;low;M;10
Human Resources;China;Manager;1;0.8;0.76;4;142;10;0;0;0;high;F;5
IT;Korea;Manager;0;0.8;0.76;3;183;3;0;0;0;low;M;4
Warehouse;China;Manager;1;0.8;0.76;6;174;10;0;0;0;medium;M;7
Operations;UK;Manager;1;0.8;0.76;4;140;3;0;0;0;low;F;7
Sales;Turkey;Manager;0;0.8;0.76;6;154;2;0;0;0;high;M;7
Finance;Turkey;Manager;0;0.8;0.76;4;108;10;0;0;0;medium;F;7
Human Resources;Turkey;Manager;0;0.8;0.76;5;198;3;0;0;0;low;F;6
IT;Australia;Manager;1;0.8;0.76;4;266;3;0;0;1;high;M;1
Warehouse;Korea;Manager;1;0.8;0.76;4;197;5;0;0;0;low;F;8
Operations;US;Level 2-4;1;0.8;0.76;3;219;8;1;0;0;low;M;2
Sales;Korea;Level 2-4;0;0.8;0.76;2;255;7;0;0;0;low;M;10
Finance;Australia;Level 2-4;1;0.8;0.76;3;255;7;0;0;0;low;F;3
Human Resources;France;Level 2-4;0;0.8;0.77;6;247;4;0;1;0;low;F;3
IT;France;Level 2-4;0;0.8;0.77;5;275;4;0;1;0;medium;F;6
Warehouse;Turkey;Level 2-4;0;0.8;0.77;6;291;4;0;1;0;low;M;3
Operations;France;Level 2-4;0;0.8;0.77;6;265;4;0;1;0;low;F;9
Sales;China;Level 2-4;0;0.8;0.77;7;250;5;0;1;0;medium;M;8
Finance;UK;Level 2-4;1;0.8;0.77;7;291;4;0;1;0;low;F;9
Human Resources;France;Level 2-4;1;0.8;0.77;6;255;4;0;1;0;low;F;3
IT;France;Level 2-4;0;0.8;0.77;6;290;4;0;1;0;medium;F;3
Warehouse;China;Level 2-4;1;0.8;0.77;5;276;4;0;1;0;low;F;7
Operations;China;Level 2-4;0;0.8;0.77;4;149;3;0;1;0;medium;F;1
Sales;Korea;Level 2-4;1;0.8;0.77;6;310;4;0;1;0;medium;F;5
Finance;US;Level 2-4;1;0.8;0.77;7;273;4;0;1;0;low;F;7
Human Resources;US;Level 2-4;0;0.8;0.77;6;244;4;0;1;0;low;F;5
IT;Korea;Level 2-4;1;0.8;0.77;6;275;4;0;1;0;low;F;4
Warehouse;Australia;Level 2-4;1;0.8;0.77;7;308;4;0;1;0;low;F;7
Operations;Turkey;Level 2-4;0;0.8;0.77;6;264;4;0;1;0;low;M;6
Sales;US;Level 2-4;0;0.8;0.77;6;256;5;0;1;0;medium;F;2
Finance;Colombia;Level 2-4;0;0.8;0.77;5;252;4;0;1;0;medium;M;4
Human Resources;Australia;Level 2-4;0;0.8;0.77;6;244;4;0;1;0;low;F;4
IT;US;Level 2-4;0;0.8;0.77;6;280;4;0;1;0;medium;M;5
Warehouse;Japan;Level 2-4;0;0.8;0.77;5;227;4;0;1;0;low;F;10
Operations;Turkey;Level 2-4;0;0.8;0.77;6;272;4;0;1;0;low;F;7
Sales;Korea;Level 2-4;1;0.8;0.77;6;274;4;0;1;0;medium;M;8
Finance;China;Level 2-4;0;0.8;0.77;6;310;4;0;1;0;low;F;2
Human Resources;Australia;Level 2-4;1;0.8;0.77;6;282;5;0;1;0;medium;M;5
IT;Colombia;Level 2-4;0;0.8;0.77;6;247;4;0;1;0;medium;F;10
Warehouse;Japan;Level 2-4;1;0.8;0.77;4;262;4;0;0;0;low;M;2
Operations;UK;Level 2-4;1;0.8;0.77;3;213;3;1;0;0;medium;M;7
Sales;Turkey;Level 2-4;1;0.8;0.77;4;136;3;0;0;0;medium;M;7
Finance;France;Level 2-4;0;0.8;0.77;3;134;2;1;0;0;low;F;4
Human Resources;UK;Level 2-4;0;0.8;0.77;2;171;2;0;0;0;medium;F;6
IT;US;Level 2-4;1;0.8;0.77;3;182;2;1;0;0;low;M;10
Warehouse;France;Level 2-4;1;0.8;0.77;4;185;3;0;0;0;medium;M;9
Operations;Colombia;Level 2-4;0;0.8;0.77;4;271;3;0;0;0;medium;F;4
Sales;Korea;Level 2-4;0;0.8;0.77;4;166;5;0;0;0;low;F;1
Finance;Turkey;Level 2-4;0;0.8;0.77;4;196;2;1;0;0;low;M;4
Human Resources;Colombia;Level 2-4;1;0.8;0.77;4;157;4;0;0;0;low;M;6
IT;Australia;Level 2-4;1;0.8;0.77;4;218;2;0;0;0;low;M;4
Warehouse;Australia;Level 2-4;1;0.8;0.77;4;142;3;0;0;0;medium;F;6
Operations;Turkey;Level 2-4;0;0.8;0.77;3;237;2;0;0;0;low;M;9
Sales;France;Level 2-4;1;0.8;0.77;6;213;4;0;0;0;low;F;2
Finance;France;Level 2-4;0;0.8;0.77;5;241;2;0;0;0;medium;F;3
Human Resources;US;Level 2-4;1;0.8;0.77;2;170;3;0;0;0;high;F;7
IT;Australia;Level 2-4;1;0.8;0.77;3;156;3;0;0;0;medium;M;9
Warehouse;Colombia;Level 2-4;0;0.8;0.77;3;228;3;0;0;0;medium;F;8
Operations;France;Level 2-4;1;0.8;0.77;3;145;3;0;0;0;high;F;10
Sales;UK;Level 2-4;0;0.8;0.77;4;145;3;1;0;0;low;M;3
Finance;US;Level 2-4;1;0.8;0.77;3;166;3;0;0;0;medium;F;8
Human Resources;France;Level 2-4;1;0.8;0.77;5;106;5;0;0;0;medium;F;4
IT;Korea;Level 2-4;1;0.8;0.77;5;210;3;0;0;0;high;F;4
Warehouse;UK;Level 2-4;1;0.8;0.77;2;235;3;1;0;0;medium;F;6
Operations;Korea;Level 2-4;0;0.8;0.77;4;142;2;0;0;0;medium;F;5
Sales;Korea;Level 2-4;0;0.8;0.77;3;271;3;0;0;0;low;F;9
Finance;Korea;Level 2-4;0;0.8;0.77;4;245;3;0;0;0;medium;F;2
Human Resources;China;Level 2-4;0;0.8;0.77;4;192;4;0;0;0;medium;F;2
IT;Korea;Level 2-4;1;0.8;0.77;5;270;3;0;0;0;medium;M;9
Warehouse;Japan;Level 2-4;0;0.8;0.77;4;197;3;0;0;0;low;F;7
Operations;France;Level 2-4;0;0.8;0.77;2;255;3;0;0;0;medium;F;1
Sales;UK;Level 2-4;0;0.8;0.77;5;223;2;1;0;0;medium;F;9
Finance;China;Level 2-4;1;0.8;0.77;3;256;3;1;0;0;low;M;7
Human Resources;Colombia;Level 1;1;0.8;0.77;4;229;2;0;0;0;low;M;9
IT;China;Level 1;1;0.8;0.77;3;233;3;0;0;0;low;F;5
Warehouse;US;Level 1;1;0.8;0.77;3;164;6;0;0;0;medium;F;4
Operations;Colombia;Level 1;0;0.8;0.77;3;171;2;0;0;0;medium;F;6
Sales;Turkey;Level 1;0;0.8;0.77;5;178;5;0;0;0;low;F;5
Finance;US;Level 1;0;0.8;0.77;3;233;2;0;0;0;high;M;1
Human Resources;Australia;Level 1;1;0.8;0.77;3;232;2;1;0;0;medium;F;2
IT;France;Level 1;0;0.8;0.77;4;236;3;0;0;0;low;F;1
Warehouse;Turkey;Level 1;0;0.8;0.77;3;197;3;0;0;0;medium;F;3
Operations;US;Level 1;0;0.8;0.77;3;152;3;1;0;0;low;M;6
Sales;UK;Level 1;1;0.8;0.77;3;219;2;0;0;0;medium;M;7
Finance;China;Level 1;0;0.8;0.77;4;205;2;0;0;0;low;F;10
Human Resources;Australia;Level 1;0;0.8;0.77;3;142;2;0;0;1;low;M;7
IT;Australia;Level 1;0;0.8;0.77;6;112;4;0;0;0;medium;F;9
Warehouse;US;Level 1;0;0.8;0.77;2;254;2;0;0;0;low;F;8
Operations;Turkey;Level 1;0;0.8;0.77;4;256;3;0;0;0;high;F;1
Sales;Korea;Level 1;1;0.8;0.77;4;168;4;0;0;0;medium;F;4
Finance;Korea;Level 1;0;0.8;0.77;3;171;3;0;0;0;low;F;5
Human Resources;Colombia;Level 1;0;0.8;0.77;6;215;4;0;0;0;medium;M;5
IT;Korea;Level 1;1;0.8;0.77;3;169;3;0;0;0;low;F;9
Warehouse;France;Level 1;0;0.8;0.77;3;149;4;1;0;0;medium;F;3
Operations;Colombia;Level 1;0;0.8;0.77;4;223;3;0;0;0;low;F;9
Sales;France;Level 1;0;0.8;0.77;5;224;2;0;0;0;low;M;6
Finance;Japan;Level 1;1;0.8;0.77;2;186;2;0;0;0;medium;M;10
Human Resources;Colombia;Level 1;0;0.8;0.77;4;184;3;0;0;0;medium;F;2
IT;Colombia;Level 1;0;0.8;0.77;3;152;3;0;0;1;low;F;3
Warehouse;China;Level 1;0;0.8;0.77;5;249;2;0;0;0;low;F;9
Operations;Colombia;Level 1;0;0.8;0.77;3;173;5;0;0;0;medium;F;10
Sales;UK;Level 1;0;0.8;0.77;5;167;2;0;0;0;medium;M;2
Finance;France;Level 1;0;0.8;0.77;5;230;2;0;0;0;medium;M;9
Human Resources;UK;VP;0;0.8;0.77;5;237;3;1;0;0;low;F;8
IT;US;Senior Director;0;0.8;0.77;3;202;5;0;0;0;high;M;5
Warehouse;Colombia;Senior Director;1;0.8;0.77;4;134;4;0;0;0;low;M;3
Operations;Colombia;Senior Director;0;0.8;0.77;5;263;3;0;0;0;medium;F;2
Sales;China;Director;0;0.8;0.77;5;272;2;1;0;0;low;F;1
Finance;Australia;Director;1;0.8;0.77;4;231;6;0;0;0;low;M;8
Human Resources;US;Director;1;0.8;0.77;3;190;4;0;0;0;medium;F;7
IT;Colombia;Director;1;0.8;0.77;5;223;2;0;0;0;low;M;5
Warehouse;France;Director;0;0.8;0.77;5;257;3;0;0;0;medium;F;5
Operations;France;Director;1;0.8;0.77;4;184;3;0;0;0;medium;M;2
Sales;UK;Senior Manager;1;0.8;0.77;3;193;3;0;0;0;medium;M;1
Finance;France;Senior Manager;1;0.8;0.77;4;204;2;0;0;0;low;F;7
Human Resources;China;Senior Manager;1;0.8;0.77;3;236;3;0;0;0;medium;M;8
IT;Colombia;Senior Manager;0;0.8;0.77;5;222;2;0;0;0;medium;M;3
Warehouse;UK;Senior Manager;0;0.8;0.77;4;140;5;0;0;0;medium;M;6
Operations;US;Senior Manager;0;0.8;0.77;3;204;3;0;0;0;high;F;9
Sales;Korea;Senior Manager;0;0.8;0.77;3;271;2;0;0;0;medium;M;6
Finance;France;Senior Manager;1;0.8;0.77;3;108;6;0;0;0;medium;F;7
Human Resources;Korea;Senior Manager;1;0.8;0.77;4;206;3;0;0;0;low;F;4
IT;France;Senior Manager;1;0.8;0.77;3;180;2;0;0;0;high;F;8
Warehouse;Australia;Senior Manager;0;0.8;0.77;3;193;3;1;0;0;low;F;7
Operations;France;Senior Manager;1;0.8;0.77;5;238;4;0;0;0;medium;M;10
Sales;Colombia;Manager;0;0.8;0.77;5;234;3;0;0;0;low;F;6
Finance;Colombia;Manager;0;0.8;0.77;2;271;2;0;0;0;low;F;5
Human Resources;Colombia;Manager;1;0.8;0.77;5;102;5;0;0;0;medium;F;3
IT;Korea;Manager;0;0.8;0.77;3;185;3;0;0;0;medium;M;7
Warehouse;China;Manager;1;0.8;0.77;4;273;2;0;0;0;high;F;10
Operations;Turkey;Manager;1;0.8;0.77;6;233;6;0;0;0;low;F;9
Sales;Colombia;Manager;0;0.8;0.77;5;191;2;0;0;0;medium;M;7
Finance;US;Manager;0;0.8;0.77;4;239;2;0;0;0;medium;M;4
Human Resources;Korea;Manager;0;0.8;0.77;3;270;3;0;0;0;low;M;7
IT;UK;Manager;0;0.8;0.77;5;279;4;0;0;0;low;F;8
Warehouse;France;Manager;1;0.8;0.77;5;233;4;0;0;0;high;M;2
Operations;Japan;Manager;1;0.8;0.77;3;178;4;0;0;0;high;M;3
Sales;France;Manager;1;0.8;0.77;3;184;4;0;0;0;medium;M;2
Finance;UK;Manager;0;0.8;0.77;3;202;3;0;0;0;low;M;2
Human Resources;Australia;Manager;0;0.8;0.77;3;149;2;0;0;0;medium;M;3
IT;UK;Manager;0;0.8;0.77;5;133;2;0;0;0;high;F;2
Warehouse;Australia;Manager;0;0.8;0.77;4;224;5;1;0;0;low;F;9
Operations;UK;Manager;1;0.8;0.77;4;252;2;0;0;0;medium;F;6
Sales;Colombia;Manager;1;0.8;0.77;4;208;2;0;0;0;medium;M;6
Finance;Japan;Manager;1;0.8;0.77;5;256;2;0;0;0;low;M;3
Human Resources;China;Manager;0;0.8;0.77;3;206;4;0;0;0;medium;M;10
IT;France;Manager;1;0.8;0.77;2;177;4;0;0;0;low;F;5
Warehouse;Korea;Level 2-4;1;0.8;0.77;4;269;4;0;0;0;medium;F;3
Operations;Colombia;Level 2-4;1;0.8;0.77;3;216;3;0;0;0;high;F;2
Sales;Korea;Level 2-4;0;0.8;0.77;3;221;3;0;0;0;high;F;7
Finance;US;Level 2-4;0;0.8;0.77;5;210;3;0;0;0;medium;F;6
Human Resources;Turkey;Level 2-4;0;0.8;0.77;4;205;3;0;0;0;medium;F;9
IT;UK;Level 2-4;1;0.8;0.77;3;237;3;1;0;0;low;F;7
Warehouse;Japan;Level 2-4;1;0.8;0.77;5;139;2;0;0;0;medium;F;2
Operations;Colombia;Level 2-4;0;0.8;0.77;4;163;3;1;0;0;low;M;3
Sales;Colombia;Level 2-4;0;0.8;0.77;4;171;2;0;0;0;low;M;4
Finance;Japan;Level 2-4;1;0.8;0.77;4;261;3;0;0;0;low;F;9
Human Resources;Korea;Level 2-4;1;0.8;0.77;4;195;2;0;0;0;low;M;8
IT;Korea;Level 2-4;0;0.8;0.77;4;190;6;0;0;0;high;M;5
Warehouse;Australia;Level 2-4;1;0.8;0.77;5;236;3;0;0;0;high;M;4
Operations;UK;Level 2-4;1;0.8;0.77;3;254;3;0;0;0;medium;M;6
Sales;US;Level 2-4;0;0.8;0.77;3;157;3;0;0;0;medium;M;10
Finance;Colombia;Level 2-4;1;0.8;0.77;3;245;3;0;0;0;medium;F;1
Human Resources;US;Level 2-4;1;0.8;0.77;4;144;4;0;0;0;medium;M;8
IT;Australia;Level 2-4;1;0.8;0.77;5;217;4;0;0;0;low;M;3
Warehouse;France;Level 2-4;1;0.8;0.77;3;249;2;1;0;0;low;F;2
Operations;China;Level 2-4;0;0.8;0.77;3;176;2;1;0;0;low;F;2
Sales;Colombia;Level 2-4;0;0.8;0.77;3;230;2;0;0;0;low;F;1
Finance;Australia;Level 2-4;0;0.8;0.77;3;204;2;0;0;0;medium;F;5
Human Resources;Colombia;Level 2-4;1;0.8;0.77;4;266;2;0;0;0;low;F;5
IT;Korea;Level 2-4;1;0.8;0.77;4;213;3;1;0;0;low;F;2
Warehouse;UK;Level 2-4;0;0.8;0.77;3;147;3;0;0;0;low;F;8
Operations;Australia;Level 2-4;1;0.8;0.77;3;201;3;0;0;0;low;F;3
Sales;US;Level 2-4;0;0.8;0.77;2;248;3;0;0;0;low;F;5
Finance;UK;Level 2-4;0;0.8;0.77;4;167;3;1;0;0;medium;M;5
Human Resources;Australia;Level 2-4;1;0.8;0.77;3;232;2;0;0;0;low;M;10
IT;Australia;Level 2-4;0;0.8;0.77;5;163;3;0;0;0;medium;M;9
Warehouse;UK;Level 2-4;0;0.8;0.77;4;201;5;0;0;0;medium;M;3
Operations;China;Level 2-4;0;0.8;0.77;4;252;2;0;0;0;low;F;9
Sales;Turkey;Level 2-4;0;0.8;0.77;3;146;4;0;0;0;low;F;10
Finance;Japan;Level 2-4;0;0.8;0.77;5;160;3;0;0;0;medium;M;3
Human Resources;Colombia;Level 2-4;1;0.8;0.77;5;167;4;0;0;0;low;M;10
IT;UK;Level 2-4;1;0.8;0.77;4;224;2;0;0;0;medium;F;8
Warehouse;China;Level 2-4;0;0.8;0.77;4;239;3;0;0;0;medium;F;5
Operations;Turkey;Level 2-4;0;0.8;0.77;4;151;6;0;0;0;low;M;7
Sales;France;Level 2-4;0;0.8;0.77;4;264;3;0;0;0;low;F;10
Finance;France;Level 2-4;0;0.8;0.77;4;242;3;0;0;0;medium;M;8
Human Resources;Japan;Level 2-4;0;0.8;0.77;3;204;4;0;0;0;high;M;9
IT;UK;Level 2-4;1;0.8;0.77;3;260;2;0;0;0;medium;M;1
Warehouse;Turkey;Level 2-4;0;0.8;0.77;3;279;3;1;0;0;medium;F;6
Operations;Colombia;Level 2-4;0;0.8;0.77;3;225;4;1;0;0;low;F;8
Sales;Turkey;Level 2-4;0;0.8;0.77;3;190;3;0;0;0;low;M;9
Finance;Japan;Level 2-4;1;0.8;0.77;4;152;2;1;0;0;low;M;7
Human Resources;Turkey;Level 2-4;1;0.8;0.77;3;201;6;1;0;0;medium;M;7
IT;Colombia;Level 2-4;1;0.8;0.77;3;191;2;0;0;0;medium;M;7
Warehouse;US;Level 2-4;0;0.8;0.77;4;140;3;0;0;0;low;M;1
Operations;Korea;Level 2-4;1;0.8;0.77;5;199;4;0;0;0;medium;F;8
Sales;US;Level 2-4;0;0.8;0.77;4;194;3;0;0;0;medium;F;6
Finance;France;Level 2-4;1;0.8;0.77;4;273;2;0;0;0;low;F;5
Human Resources;Australia;Level 2-4;0;0.8;0.77;4;259;2;1;0;1;medium;F;4
IT;US;Level 2-4;0;0.8;0.77;4;180;3;0;0;0;medium;M;5
Warehouse;UK;Level 2-4;0;0.8;0.77;5;251;2;0;0;0;low;M;9
Operations;US;Level 2-4;0;0.8;0.77;5;269;3;0;0;0;low;F;5
Sales;Australia;Level 2-4;1;0.8;0.77;6;274;6;0;0;0;medium;F;2
Finance;Japan;Level 2-4;1;0.8;0.77;5;250;2;0;0;1;medium;M;10
Human Resources;Japan;Level 2-4;1;0.8;0.77;3;265;3;0;0;0;medium;F;8
IT;China;Level 2-4;1;0.8;0.77;4;169;10;0;0;0;medium;F;6
Warehouse;Korea;Level 2-4;1;0.8;0.77;3;211;3;0;0;0;high;M;8
Operations;Korea;Level 2-4;0;0.8;0.77;4;245;2;0;0;0;low;M;6
Sales;France;Level 2-4;1;0.8;0.77;4;188;2;0;0;0;low;M;6
Finance;Korea;Level 1;1;0.8;0.77;3;244;2;0;0;0;medium;F;10
Human Resources;China;Level 1;1;0.8;0.77;3;233;3;0;0;0;medium;F;7
IT;Turkey;Level 1;1;0.8;0.77;3;144;3;0;0;0;medium;F;6
Warehouse;Australia;Level 1;0;0.8;0.77;3;221;2;0;0;0;low;F;6
Operations;US;Level 1;1;0.8;0.77;3;267;2;0;0;0;high;M;2
Sales;UK;Level 1;0;0.8;0.77;3;211;3;0;0;0;high;F;7
Finance;Japan;Level 1;0;0.8;0.77;4;205;3;0;0;0;low;F;10
Human Resources;US;Level 1;1;0.8;0.77;3;144;3;0;0;0;high;M;1
IT;France;Level 1;0;0.8;0.77;3;195;7;0;0;0;medium;F;4
Warehouse;UK;Level 1;0;0.8;0.77;5;232;7;0;0;0;medium;M;6
Operations;China;Level 1;0;0.8;0.77;5;199;10;1;0;0;medium;F;1
Sales;US;Level 1;1;0.8;0.77;5;232;3;0;0;0;low;F;5
Finance;Japan;Level 1;0;0.8;0.77;5;272;2;0;0;0;low;F;1
Human Resources;UK;Level 1;0;0.8;0.77;2;167;2;0;0;0;medium;M;1
IT;Korea;Level 1;1;0.8;0.77;3;272;8;0;0;0;high;F;10
Warehouse;UK;Level 1;0;0.8;0.77;6;247;4;0;1;0;low;M;10
Operations;UK;Level 1;0;0.8;0.77;5;275;4;0;1;0;medium;M;9
Sales;Australia;Level 1;1;0.8;0.77;6;291;4;0;1;0;low;F;8
Finance;France;Level 1;1;0.8;0.77;6;265;4;0;1;0;low;M;7
Human Resources;France;Level 1;1;0.8;0.77;7;250;5;0;1;0;medium;F;4
IT;China;Level 1;0;0.8;0.77;7;291;4;0;1;0;low;F;8
Warehouse;China;Level 1;1;0.8;0.77;6;255;4;0;1;0;low;F;9
Operations;Turkey;Level 1;0;0.8;0.77;6;290;4;0;1;0;medium;M;2
Sales;Japan;Level 1;0;0.8;0.77;5;276;4;0;1;0;low;M;2
Finance;Turkey;Level 1;0;0.8;0.77;4;149;3;0;1;0;medium;F;8
Human Resources;Australia;Level 1;0;0.8;0.77;3;201;6;1;0;0;medium;M;2
IT;Australia;Level 1;0;0.8;0.77;3;191;2;0;0;0;medium;M;8
Warehouse;China;Level 1;1;0.8;0.77;4;140;3;0;0;0;low;F;4
Operations;Australia;Level 1;1;0.8;0.77;5;199;4;0;0;0;medium;M;2
Sales;France;Level 1;1;0.8;0.77;4;194;3;0;0;0;medium;F;9
Finance;France;VP;0;0.8;0.77;4;273;2;0;0;0;low;F;9
Human Resources;US;Senior Director;0;0.8;0.77;4;259;2;1;0;1;medium;F;8
IT;Korea;Senior Director;1;0.8;0.77;4;180;3;0;0;0;medium;F;1
Warehouse;Japan;Senior Director;0;0.8;0.77;5;251;2;0;0;0;low;F;3
Operations;Korea;Director;1;0.8;0.77;5;269;3;0;0;0;low;F;8
Sales;France;Director;1;0.8;0.77;6;274;6;0;0;0;medium;F;1
Finance;UK;Director;1;0.8;0.77;5;250;2;0;0;1;medium;F;6
Human Resources;Colombia;Director;0;0.8;0.77;3;265;3;0;0;0;medium;F;3
IT;Colombia;Director;1;0.8;0.77;4;169;10;0;0;0;medium;F;6
Warehouse;UK;Director;1;0.8;0.77;3;211;3;0;0;0;high;F;4
Operations;Colombia;Senior Manager;1;0.8;0.77;4;245;2;0;0;0;low;M;5
Sales;France;Senior Manager;0;0.8;0.77;4;188;2;0;0;0;low;F;4
Finance;UK;Senior Manager;0;0.8;0.77;3;244;2;0;0;0;medium;M;8
Human Resources;Korea;Senior Manager;1;0.8;0.77;3;233;3;0;0;0;medium;F;10
IT;Korea;Senior Manager;0;0.8;0.77;3;144;3;0;0;0;medium;M;8
